image_path,product_id,output_path
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH011_generated.png,JH011,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH011_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH006_generated.png,JH006,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH006_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH007_generated.png,JH007,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH007_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH010_generated.png,JH010,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH010_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH012_generated.png,JH012,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH012_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH013_generated.png,JH013,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH013_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH016_generated.png,JH016,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH016_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH020_generated.png,JH020,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH020_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH021_generated.png,JH021,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH021_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH014_generated.png,JH014,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH014_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH023_generated.png,JH023,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH023_white_bg_watermarked.png
C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH022_generated.png,JH022,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH022_white_bg_watermarked.png
